Quantity,Part Number,Part Reference,Value,Description,Manufacturer Name,Manufacturer Part Number,Assigned SKU,Assigned Manufacturer Part Number,Assigned Manufacturer Name,Design Risk Score,Market Availability,Reach Compliant,ROHS Compliant,Status,Price Range
1,C0603G104K5RACT250,C23(0.1UF),C0603G104K5RACT250,"SMD Indust X7R HT175C, Ceramic, 0.1 uF, 10%, 50 VDC, 125 VDC, 175C, -55C, X7R, SMD, MLCC, High Temperature, Class II, 2.5 % , 5 GOhms, 4.8 mg, 0603, 1.6mm, 0.8mm, 0.8mm, 0.7mm, 0.35mm, 250, 78  Weeks, 80",KEMET,C0603G104K5RACT250,C0603G104K5RACT250-7024224855,C0603G104K5RACT250,KEMET Corporation,9,2,,,Active,$0.75555-$0.75555
1,C3216X5R2J102M115AA,C24(1NF),C3216X5R2J102M115AA,"MULTILAYER CERAMIC CHIP CAPACITORS, 3216, Commercial grade, general (Up to 75V)",TDK,C3216X5R2J102M115AA,C3216X5R2J102M115AA-1274825505,C3216X5R2J102M115AA,TDK Corporation,1,0,,,NRFND,
1,TAJA685K020R,C26(6.8UF)1,TAJA685K020R,"AVX 6.8uF SMD Solid MnO2 Tantalum Electrolytic Capacitor, 20 V dc +/-10%, TAJ Series",Kyocera AVX,TAJA685K020R,TAJA685K020R-2058413951,TAJA685K020R,AVX CORP,6,0,,,Contact Mfr,
1,TAJA685K020R,C26(6.8UF),TAJA685K020R,"AVX 6.8uF SMD Solid MnO2 Tantalum Electrolytic Capacitor, 20 V dc +/-10%, TAJ Series",Kyocera AVX,TAJA685K020R,TAJA685K020R-2058413951,TAJA685K020R,AVX CORP,6,0,,,Contact Mfr,
1,C0603G104K5RACT250,C30(0.1UF),C0603G104K5RACT250,"SMD Indust X7R HT175C, Ceramic, 0.1 uF, 10%, 50 VDC, 125 VDC, 175C, -55C, X7R, SMD, MLCC, High Temperature, Class II, 2.5 % , 5 GOhms, 4.8 mg, 0603, 1.6mm, 0.8mm, 0.8mm, 0.7mm, 0.35mm, 250, 78  Weeks, 80",KEMET,C0603G104K5RACT250,C0603G104K5RACT250-7024224855,C0603G104K5RACT250,KEMET Corporation,9,2,,,Active,$0.75555-$0.75555
1,C0603G104K5RACT250,C30(0.1UF)2,C0603G104K5RACT250,"SMD Indust X7R HT175C, Ceramic, 0.1 uF, 10%, 50 VDC, 125 VDC, 175C, -55C, X7R, SMD, MLCC, High Temperature, Class II, 2.5 % , 5 GOhms, 4.8 mg, 0603, 1.6mm, 0.8mm, 0.8mm, 0.7mm, 0.35mm, 250, 78  Weeks, 80",KEMET,C0603G104K5RACT250,C0603G104K5RACT250-7024224855,C0603G104K5RACT250,KEMET Corporation,9,2,,,Active,$0.75555-$0.75555
1,C0603G104K5RACT250,C30(0.1UF)1,C0603G104K5RACT250,"SMD Indust X7R HT175C, Ceramic, 0.1 uF, 10%, 50 VDC, 125 VDC, 175C, -55C, X7R, SMD, MLCC, High Temperature, Class II, 2.5 % , 5 GOhms, 4.8 mg, 0603, 1.6mm, 0.8mm, 0.8mm, 0.7mm, 0.35mm, 250, 78  Weeks, 80",KEMET,C0603G104K5RACT250,C0603G104K5RACT250-7024224855,C0603G104K5RACT250,KEMET Corporation,9,2,,,Active,$0.75555-$0.75555
1,C3216X5R2J102M115AA,C31(1NF)5,C3216X5R2J102M115AA,"MULTILAYER CERAMIC CHIP CAPACITORS, 3216, Commercial grade, general (Up to 75V)",TDK,C3216X5R2J102M115AA,C3216X5R2J102M115AA-1274825505,C3216X5R2J102M115AA,TDK Corporation,1,0,,,NRFND,
1,C3216X5R2J102M115AA,C31(1NF)1,C3216X5R2J102M115AA,"MULTILAYER CERAMIC CHIP CAPACITORS, 3216, Commercial grade, general (Up to 75V)",TDK,C3216X5R2J102M115AA,C3216X5R2J102M115AA-1274825505,C3216X5R2J102M115AA,TDK Corporation,1,0,,,NRFND,
1,C3216X5R2J102M115AA,C31(1NF)4,C3216X5R2J102M115AA,"MULTILAYER CERAMIC CHIP CAPACITORS, 3216, Commercial grade, general (Up to 75V)",TDK,C3216X5R2J102M115AA,C3216X5R2J102M115AA-1274825505,C3216X5R2J102M115AA,TDK Corporation,1,0,,,NRFND,
1,C3216X5R2J102M115AA,C31(1NF)3,C3216X5R2J102M115AA,"MULTILAYER CERAMIC CHIP CAPACITORS, 3216, Commercial grade, general (Up to 75V)",TDK,C3216X5R2J102M115AA,C3216X5R2J102M115AA-1274825505,C3216X5R2J102M115AA,TDK Corporation,1,0,,,NRFND,
1,C3216X5R2J102M115AA,C31(1NF),C3216X5R2J102M115AA,"MULTILAYER CERAMIC CHIP CAPACITORS, 3216, Commercial grade, general (Up to 75V)",TDK,C3216X5R2J102M115AA,C3216X5R2J102M115AA-1274825505,C3216X5R2J102M115AA,TDK Corporation,1,0,,,NRFND,
1,C3216X5R2J102M115AA,C31(1NF)2,C3216X5R2J102M115AA,"MULTILAYER CERAMIC CHIP CAPACITORS, 3216, Commercial grade, general (Up to 75V)",TDK,C3216X5R2J102M115AA,C3216X5R2J102M115AA-1274825505,C3216X5R2J102M115AA,TDK Corporation,1,0,,,NRFND,
1,C0603G104K5RACT250,C37(0.1UF),C0603G104K5RACT250,"SMD Indust X7R HT175C, Ceramic, 0.1 uF, 10%, 50 VDC, 125 VDC, 175C, -55C, X7R, SMD, MLCC, High Temperature, Class II, 2.5 % , 5 GOhms, 4.8 mg, 0603, 1.6mm, 0.8mm, 0.8mm, 0.7mm, 0.35mm, 250, 78  Weeks, 80",KEMET,C0603G104K5RACT250,C0603G104K5RACT250-7024224855,C0603G104K5RACT250,KEMET Corporation,9,2,,,Active,$0.75555-$0.75555
1,C3216X5R2J102M115AA,C38(1NF),C3216X5R2J102M115AA,"MULTILAYER CERAMIC CHIP CAPACITORS, 3216, Commercial grade, general (Up to 75V)",TDK,C3216X5R2J102M115AA,C3216X5R2J102M115AA-1274825505,C3216X5R2J102M115AA,TDK Corporation,1,0,,,NRFND,
1,TAJA685K020R,C40(6.8UF),TAJA685K020R,"AVX 6.8uF SMD Solid MnO2 Tantalum Electrolytic Capacitor, 20 V dc +/-10%, TAJ Series",Kyocera AVX,TAJA685K020R,TAJA685K020R-2058413951,TAJA685K020R,AVX CORP,6,0,,,Contact Mfr,
1,,C49,0.1uF,,,,,,,,,,,,
1,,C50,0.1uF,,,,,,,,,,,,
1,,C52,10nF,,,,,,,,,,,,
1,,C53,6.8uF,,,,,,,,,,,,
1,,C128,100nF,,,,,,,,,,,,
1,,C132,100nF,,,,,,,,,,,,
1,,C134,0.1uF,,,,,,,,,,,,
1,,C136,0.1uF,,,,,,,,,,,,
1,,C137,1nF,,,,,,,,,,,,
1,,C218,1nF,,,,,,,,,,,,
1,,C219,0.1uF,,,,,,,,,,,,
1,,C220,1nF,,,,,,,,,,,,
1,,C221,0.1uF,,,,,,,,,,,,
1,,C222,10nF,,,,,,,,,,,,
1,,C223,6.8uF,,,,,,,,,,,,
1,,C224,0.1uF,,,,,,,,,,,,
1,,C225,10uF,,,,,,,,,,,,
1,,C226,22uF,,,,,,,,,,,,
1,,C227,10uF,,,,,,,,,,,,
1,,C230,0.1uF,,,,,,,,,,,,
1,,C231,1nF,,,,,,,,,,,,
1,,C232,0.1uF,,,,,,,,,,,,
1,,C233,1nF,,,,,,,,,,,,
1,,C236,6.8uF,,,,,,,,,,,,
1,,C237,1nF,,,,,,,,,,,,
1,,C238,0.1uF,,,,,,,,,,,,
1,,C239,0.1uF,,,,,,,,,,,,
1,,C240,6.8uF,,,,,,,,,,,,
1,,C241,0.1uF,,,,,,,,,,,,
1,,C242,6.8uF,,,,,,,,,,,,
1,,C243,0.1uF,,,,,,,,,,,,
1,,C244,4.7u,,,,,,,,,,,,
1,,C245,47uF,,,,,,,,,,,,
1,(4.7uF)UMK212BBJ475KG-T,C246(4.7UF),UMK212BBJ475KG-T,Capacitor MLCC 0805 X5R 50V 4.7uF Taiyo Yuden 4.7uF Multilayer Ceramic Capacitor (MLCC) 50 V dc +/-10% X5R dielectric M Solder max op. temp. +85C,TAIYO YUDEN,UMK212BBJ475KG-T,UMK212BBJ475KG-T-1389686187,UMK212BBJ475KG-T,Taiyo Yuden,1,10,,,NRFND,$0.07881-$0.09662
1,(47uF)CL32Y476KPVVPNE,C246(47UF),CL32Y476KPVVPNE,Multilayer Ceramic Capacitors MLCC - SMD/SMT 47uF X7S 10V 1210 Auto grade,SAMSUNG,CL32Y476KPVVPNE,CL32Y476KPVVPNE-145701005276,CL32Y476KPVVPNE,SAMSUNG ELECTRO-MECHANICS,3,2,,,Active,$0.32200-$0.32200
1,T491A106K016AT,C246(10UF),T491A106K016AT,"T491, Tantalum, MnO2 Tantalum, Commercial Grade, 10 uF, 10%, 16 VDC, 125C, -55C, 85C, SMD, MnO2, Molded, 6 % , 3 Ohms, 1600 nA, 58.6 mg, 3216, 1.6mm, Height Max = 1.8mm, 2000, 156  Weeks",KEMET,T491A106K016AT,T491A106K016AT-2027751258,T491A106K016AT,KEMET Corporation,10,10,,,Active,$0.11532-$0.14827
1,T491A106K016AT,C246(10UF)1,T491A106K016AT,"T491, Tantalum, MnO2 Tantalum, Commercial Grade, 10 uF, 10%, 16 VDC, 125C, -55C, 85C, SMD, MnO2, Molded, 6 % , 3 Ohms, 1600 nA, 58.6 mg, 3216, 1.6mm, Height Max = 1.8mm, 2000, 156  Weeks",KEMET,T491A106K016AT,T491A106K016AT-2027751258,T491A106K016AT,KEMET Corporation,10,10,,,Active,$0.11532-$0.14827
1,TPSB226K016R0600,C247(22UF),TPSB226K016R0600,AVX 22,Kyocera AVX,TPSB226K016R0600,TPSB226K016R0600-1911707933,TPSB226K016R0600,KYOCERA AVX,10,10,,,Active,$0.25539-$0.30120
1,,C248,0.1uF,,,,,,,,,,,,
1,,C249,6.8uF,,,,,,,,,,,,
1,,C252,0.1uF,,,,,,,,,,,,
1,,C257,6.8u,,,,,,,,,,,,
1,,C258,1nF,,,,,,,,,,,,
1,,C265,1.2p,,,,,,,,,,,,
1,,C266,0.5pF,,,,,,,,,,,,
1,,C267,6.8uF,,,,,,,,,,,,
1,,C268,1nF,,,,,,,,,,,,
1,,C269,1n,,,,,,,,,,,,
1,,C270,1n,,,,,,,,,,,,
1,,C271,0.1uF,,,,,,,,,,,,
1,,C272,0.1u,,,,,,,,,,,,
1,,C273,1n,,,,,,,,,,,,
1,,C274,1n,,,,,,,,,,,,
1,,C275,0.1uF,,,,,,,,,,,,
1,,C276,0.1uF,,,,,,,,,,,,
1,,C277,1nF,,,,,,,,,,,,
1,,C278,6.8uF,,,,,,,,,,,,
1,,C279,1n,,,,,,,,,,,,
1,(1nF)C3216X5R2J102M115AA,C279(1NF),C3216X5R2J102M115AA,"MULTILAYER CERAMIC CHIP CAPACITORS, 3216, Commercial grade, general (Up to 75V)",TDK,C3216X5R2J102M115AA,C3216X5R2J102M115AA-1274825505,C3216X5R2J102M115AA,TDK Corporation,1,0,,,NRFND,
1,,C280,1n,,,,,,,,,,,,
1,(1nF)C3216X5R2J102M115AA,C280(1NF),C3216X5R2J102M115AA,"MULTILAYER CERAMIC CHIP CAPACITORS, 3216, Commercial grade, general (Up to 75V)",TDK,C3216X5R2J102M115AA,C3216X5R2J102M115AA-1274825505,C3216X5R2J102M115AA,TDK Corporation,1,0,,,NRFND,
1,,C281,0.1uF,,,,,,,,,,,,
1,,C282,1n,,,,,,,,,,,,
1,,C283,0.1uF,,,,,,,,,,,,
1,,C284,1n,,,,,,,,,,,,
1,,C285,6.8u,,,,,,,,,,,,
1,,C286,1nF,,,,,,,,,,,,
1,,C287,1n,,,,,,,,,,,,
1,,C288,0.1uF,,,,,,,,,,,,
1,,C289,1n,,,,,,,,,,,,
1,,C290,0.1uF,,,,,,,,,,,,
1,,C291,1n,,,,,,,,,,,,
1,,C292,0.5pF,,,,,,,,,,,,
1,,C293,1.2p,,,,,,,,,,,,
1,,C294,6.8uF,,,,,,,,,,,,
1,,C295,1nF,,,,,,,,,,,,
1,,C296,1n,,,,,,,,,,,,
1,,C297,0.1uF,,,,,,,,,,,,
1,,C298,0.1u,,,,,,,,,,,,
1,,C299,1n,,,,,,,,,,,,
1,,C300,0.1uF,,,,,,,,,,,,
1,,C301,1n,,,,,,,,,,,,
1,,C302,6.8u,,,,,,,,,,,,
1,,C303,1nF,,,,,,,,,,,,
1,,C304,1n,,,,,,,,,,,,
1,,C305,0.1uF,,,,,,,,,,,,
1,,C306,0.1uF,,,,,,,,,,,,
1,,C307,1n,,,,,,,,,,,,
1,,C308,1nF,,,,,,,,,,,,
1,,C309,6.8uF,,,,,,,,,,,,
1,,C310,0.1uF,,,,,,,,,,,,
1,,C311,1n,,,,,,,,,,,,
1,,C312,1n,,,,,,,,,,,,
1,,C313,0.1uF,,,,,,,,,,,,
1,,C314,1n,,,,,,,,,,,,
1,,C315,1nF,,,,,,,,,,,,
1,(1nF)C3216X5R2J102M115AA,C315(1NF),C3216X5R2J102M115AA,"MULTILAYER CERAMIC CHIP CAPACITORS, 3216, Commercial grade, general (Up to 75V)",TDK,C3216X5R2J102M115AA,C3216X5R2J102M115AA-1274825505,C3216X5R2J102M115AA,TDK Corporation,1,0,,,NRFND,
1,(1nF)C3216X5R2J102M115AA,C315(1NF)1,C3216X5R2J102M115AA,"MULTILAYER CERAMIC CHIP CAPACITORS, 3216, Commercial grade, general (Up to 75V)",TDK,C3216X5R2J102M115AA,C3216X5R2J102M115AA-1274825505,C3216X5R2J102M115AA,TDK Corporation,1,0,,,NRFND,
1,,C316,1nF,,,,,,,,,,,,
1,OPA855IDSGR,IC1,OPA855IDSGR,"High Speed Operational Amplifiers 8 GHz Gain Bandwidth Product, Decompensated Transimpedance Amplifier with Bipolar Input 8-WSON -40 to 125",Texas Instruments,OPA855IDSGR,OPA855IDSGR-7242677606,OPA855IDSGR,Texas Instruments Incorporated,9,5,,,Active,$3.63151-$3.67341
1,OPA277U/2K5,IC2,OPA277U_2K5,High Precision Operational Amplifiers,Texas Instruments,OPA277U/2K5,OPA277U2K5-1536319727,OPA277U/2K5,Texas Instruments Incorporated,10,5,,,Active,$3.41095-$3.60179
1,OPA277U/2K5,IC3,OPA277U_2K5,High Precision Operational Amplifiers,Texas Instruments,OPA277U/2K5,OPA277U2K5-1536319727,OPA277U/2K5,Texas Instruments Incorporated,10,5,,,Active,$3.41095-$3.60179
1,OPA277U/2K5,IC4,OPA277U_2K5,High Precision Operational Amplifiers,Texas Instruments,OPA277U/2K5,OPA277U2K5-1536319727,OPA277U/2K5,Texas Instruments Incorporated,10,5,,,Active,$3.41095-$3.60179
1,,IC9,OPA855IDSGR,"High Speed Operational Amplifiers 8 GHz Gain Bandwidth Product, Decompensated Transimpedance Amplifier with Bipolar Input 8-WSON -40 to 125",,,,,,,,,,,
1,LM2940T-5.0/NOPB,IC11,LM2940T-5.0_NOPB,"Texas Instruments LM2940T-5.0/NOPB, LDO Voltage Regulator, 1A, 5 V, 6.25  26 Vin 3-Pin, TO-220",Texas Instruments,LM2940T-5.0/NOPB,LM2940T-50NOPB-1139843697,LM2940T-5.0/NOPB,Texas Instruments Incorporated,10,10,,,Active,$1.82743-$2.35714
1,LM2990T-5.0/NOPB,IC12,LM2990T-5.0_NOPB,"Texas Instruments LM2990T-5.0/NOPB, LDO Voltage Regulator, 1A, -5 V +/-5%, -26  0.3 Vin, 3-Pin TO-220",Texas Instruments,LM2990T-5.0/NOPB,LM2990T-50NOPB-1139843727,LM2990T-5.0/NOPB,Texas Instruments Incorporated,9,7,,,Active,$1.96650-$2.33690
1,OPA695IDBVR,IC13,OPA695IDBVR,"Ultra-Wideband, Current-Feedback Operational Amplifier with Disable",Texas Instruments,OPA695IDBVR,OPA695IDBVR-1967960034,OPA695IDBVR,Texas Instruments Incorporated,10,5,,,Active,$2.25061-$2.30423
1,TLV3604DCKR,IC14,TLV3604DCKR,800-ps high-speed rail-rail input comparator with LVDS outputs,Texas Instruments,TLV3604DCKR,TLV3604DCKR-145239971740,TLV3604DCKR,Texas Instruments Incorporated,9,5,,,Active,$3.44563-$3.72935
1,TLV3604DCKR,IC15,TLV3604DCKR,800-ps high-speed rail-rail input comparator with LVDS outputs,Texas Instruments,TLV3604DCKR,TLV3604DCKR-145239971740,TLV3604DCKR,Texas Instruments Incorporated,9,5,,,Active,$3.44563-$3.72935
1,TSW-110-07-G-D,J1,TSW-110-07-G-D,"20 Position, Classic PCB Header Strips, 0.100&quot; pitch",SAMTEC,TSW-110-07-G-D,TSW-110-07-G-D-1643049461,TSW-110-07-G-D,"Samtec, Inc",10,10,,,Active,$0.78964-$1.04350
1,,J2,4 HEADER,,,,,,,,,,,,
1,TSW-110-07-G-D,J3,TSW-110-07-G-D,"20 Position, Classic PCB Header Strips, 0.100&quot; pitch",SAMTEC,TSW-110-07-G-D,TSW-110-07-G-D-1643049461,TSW-110-07-G-D,"Samtec, Inc",10,10,,,Active,$0.78964-$1.04350
1,,JP1,4 HEADER,,,,,,,,,,,,
1,R12-150B,PS1,R12-150B,"Recom 5W Isolated DC-DC Converter, Vin 10  14 V dc, Vout 95  210V dc, I/O isolation 3000V dc",,,,,,,,,,,
1,TNPW0603200KBEEA,R4(200K),TNPW0603200KBEEA,Vishay TNPW Series Thin Film Surface Mount Resistor 0603 Case 200k +/-0.1% 0.1W +/-25ppm/K,Vishay,TNPW0603200KBEEA,TNPW0603200KBEEA-1666657912,TNPW0603200KBEEA,"Vishay Intertechnology, Inc.",10,8,,,Active,$0.12133-$0.16253
1,CRCW201010R0JNEFIF,R6(10OHM)1,CRCW201010R0JNEFIF,"10 Ohms +/-5% 0.75W, 3/4W Chip Resistor 2010 (5025 Metric) Automotive AEC-Q200, Pulse Withstanding Thick Film",Vishay,CRCW201010R0JNEFIF,CRCW201010R0JNEFIF-278671058,CRCW201010R0JNEFIF,"Vishay Intertechnology, Inc.",7,0,,,Active,
1,CRCW201010R0JNEFIF,R6(10OHM)2,CRCW201010R0JNEFIF,"10 Ohms +/-5% 0.75W, 3/4W Chip Resistor 2010 (5025 Metric) Automotive AEC-Q200, Pulse Withstanding Thick Film",Vishay,CRCW201010R0JNEFIF,CRCW201010R0JNEFIF-278671058,CRCW201010R0JNEFIF,"Vishay Intertechnology, Inc.",7,0,,,Active,
1,CRCW201010R0JNEFIF,R6(10OHM),CRCW201010R0JNEFIF,"10 Ohms +/-5% 0.75W, 3/4W Chip Resistor 2010 (5025 Metric) Automotive AEC-Q200, Pulse Withstanding Thick Film",Vishay,CRCW201010R0JNEFIF,CRCW201010R0JNEFIF-278671058,CRCW201010R0JNEFIF,"Vishay Intertechnology, Inc.",7,0,,,Active,
1,CRCW0402200RFKEDHP,R8(200OHM)1,CRCW0402200RFKEDHP,Thick Film Resistors - SMD 0.2W 200ohms 1% High Power AEC-Q200,Vishay,CRCW0402200RFKEDHP,CRCW0402200RFKEDHP-1576256358,CRCW0402200RFKEDHP,"Vishay Intertechnology, Inc.",10,8,,,Active,$0.01152-$0.01581
1,CRCW0402200RFKEDHP,R8(200OHM),CRCW0402200RFKEDHP,Thick Film Resistors - SMD 0.2W 200ohms 1% High Power AEC-Q200,Vishay,CRCW0402200RFKEDHP,CRCW0402200RFKEDHP-1576256358,CRCW0402200RFKEDHP,"Vishay Intertechnology, Inc.",10,8,,,Active,$0.01152-$0.01581
1,ERJUP6D1300V,R9(130OHM),ERJUP6D1300V,"Anti-Sulfurated Thick Film Chip Resistors/ Anti-Surge Type, Power Rating (W): 0.5, Chip Size (LxW(EIA)) (mm): 2.0 x 1.25 (EIA:0805), Resistance Values (?): 130, Resistance Tolerance (%): 0.5, T.C.R (10??/K): +/-100",Panasonic,ERJUP6D1300V,,,,,,,,,
1,KTR03EZPF3600,R9(360OHM),KTR03EZPF3600,Thick Film Resistors - SMD 0603 360ohm 1% High Voltage,ROHM Semiconductor,KTR03EZPF3600,KTR03EZPF3600-1479848489,KTR03EZPF3600,ROHM Semiconductor,3,2,,,Active,$0.14382-$0.22933
1,CRCW120620R0FKEAHP,R10(20OHM),CRCW120620R0FKEAHP,Vishay CRCW Series Thick Film High Power Surface Mount Resistor 1206 Case 20 +/-1% 0.5W +/-100ppm/K,Vishay,CRCW120620R0FKEAHP,CRCW120620R0FKEAHP-1576260998,CRCW120620R0FKEAHP,"Vishay Intertechnology, Inc.",10,10,,,Active,$0.03497-$0.04685
1,MCA12060D5000BP500,R11(500OHM),MCA12060D5000BP500,"500 Ohms +/-0.1% 0.25W, 1/4W Chip Resistor 1206 (3216 Metric) Anti-Sulfur Thin Film",Vishay,MCA12060D5000BP500,MCA12060D5000BP500-1009719041,MCA12060D5000BP500,"Vishay Intertechnology, Inc.",3,2,,,Active,$0.18630-$0.27278
1,MCA12060D5000BP500,R11(500OHM)1,MCA12060D5000BP500,"500 Ohms +/-0.1% 0.25W, 1/4W Chip Resistor 1206 (3216 Metric) Anti-Sulfur Thin Film",Vishay,MCA12060D5000BP500,MCA12060D5000BP500-1009719041,MCA12060D5000BP500,"Vishay Intertechnology, Inc.",3,2,,,Active,$0.18630-$0.27278
1,WSC251527R00FEA,R12(27OHM),WSC251527R00FEA,Wirewound Resistors - SMD 1watt 27ohms 1%,Vishay,WSC251527R00FEA,WSC251527R00FEA-1669796612,WSC251527R00FEA,"Vishay Intertechnology, Inc.",10,10,,,Active,$0.48989-$0.60837
