Quantity,Part Number,Part Reference,Value,Description,Manufacturer Name,Manufacturer Part Number,Assigned SKU,Assigned Manufacturer Part Number,Assigned Manufacturer Name,Design Risk Score,Market Availability,Reach Compliant,ROHS Compliant,Status,Price Range
1,TAJA685K020R,C22(6.8UF)1,TAJA685K020R,"AVX 6.8uF SMD Solid MnO2 Tantalum Electrolytic Capacitor, 20 V dc +/-10%, TAJ Series",Kyocera AVX,TAJA685K020R,TAJA685K020R-2058413951,TAJA685K020R,AVX CORP,6,0,,,Contact Mfr,
1,TAJA685K020R,C22(6.8UF),TAJA685K020R,"AVX 6.8uF SMD Solid MnO2 Tantalum Electrolytic Capacitor, 20 V dc +/-10%, TAJ Series",Kyocera AVX,TAJA685K020R,TAJA685K020R-2058413951,TAJA685K020R,AVX CORP,6,0,,,Contact Mfr,
1,C0603G104K5RACT250,C23(0.1UF),C0603G104K5RACT250,"SMD Indust X7R HT175C, Ceramic, 0.1 uF, 10%, 50 VDC, 125 VDC, 175C, -55C, X7R, SMD, MLCC, High Temperature, Class II, 2.5 % , 5 GOhms, 4.8 mg, 0603, 1.6mm, 0.8mm, 0.8mm, 0.7mm, 0.35mm, 250, 78  Weeks, 80",KEMET,C0603G104K5RACT250,C0603G104K5RACT250-7024224855,C0603G104K5RACT250,KEMET Corporation,9,2,,,Active,$0.72927-$0.72927
1,C0603G104K5RACT250,C23(0.1UF)1,C0603G104K5RACT250,"SMD Indust X7R HT175C, Ceramic, 0.1 uF, 10%, 50 VDC, 125 VDC, 175C, -55C, X7R, SMD, MLCC, High Temperature, Class II, 2.5 % , 5 GOhms, 4.8 mg, 0603, 1.6mm, 0.8mm, 0.8mm, 0.7mm, 0.35mm, 250, 78  Weeks, 80",KEMET,C0603G104K5RACT250,C0603G104K5RACT250-7024224855,C0603G104K5RACT250,KEMET Corporation,9,2,,,Active,$0.72927-$0.72927
1,C3216X5R2J102M115AA,C24(1NF)1,C3216X5R2J102M115AA,"MULTILAYER CERAMIC CHIP CAPACITORS, 3216, Commercial grade, general (Up to 75V)",TDK,C3216X5R2J102M115AA,C3216X5R2J102M115AA-1274825505,C3216X5R2J102M115AA,TDK Corporation,1,0,,,NRFND,
1,C3216X5R2J102M115AA,C24(1NF),C3216X5R2J102M115AA,"MULTILAYER CERAMIC CHIP CAPACITORS, 3216, Commercial grade, general (Up to 75V)",TDK,C3216X5R2J102M115AA,C3216X5R2J102M115AA-1274825505,C3216X5R2J102M115AA,TDK Corporation,1,0,,,NRFND,
1,C0603G104K5RACT250,C25(0.1UF),C0603G104K5RACT250,"SMD Indust X7R HT175C, Ceramic, 0.1 uF, 10%, 50 VDC, 125 VDC, 175C, -55C, X7R, SMD, MLCC, High Temperature, Class II, 2.5 % , 5 GOhms, 4.8 mg, 0603, 1.6mm, 0.8mm, 0.8mm, 0.7mm, 0.35mm, 250, 78  Weeks, 80",KEMET,C0603G104K5RACT250,C0603G104K5RACT250-7024224855,C0603G104K5RACT250,KEMET Corporation,9,2,,,Active,$0.72927-$0.72927
1,TAJA685K020R,C26(6.8UF),TAJA685K020R,"AVX 6.8uF SMD Solid MnO2 Tantalum Electrolytic Capacitor, 20 V dc +/-10%, TAJ Series",Kyocera AVX,TAJA685K020R,TAJA685K020R-2058413951,TAJA685K020R,AVX CORP,6,0,,,Contact Mfr,
1,TAJA685K020R,C26(6.8UF)1,TAJA685K020R,"AVX 6.8uF SMD Solid MnO2 Tantalum Electrolytic Capacitor, 20 V dc +/-10%, TAJ Series",Kyocera AVX,TAJA685K020R,TAJA685K020R-2058413951,TAJA685K020R,AVX CORP,6,0,,,Contact Mfr,
1,TAJA685K020R,C27(6.8UF),TAJA685K020R,"AVX 6.8uF SMD Solid MnO2 Tantalum Electrolytic Capacitor, 20 V dc +/-10%, TAJ Series",Kyocera AVX,TAJA685K020R,TAJA685K020R-2058413951,TAJA685K020R,AVX CORP,6,0,,,Contact Mfr,
1,C0603G104K5RACT250,C28(0.1UF),C0603G104K5RACT250,"SMD Indust X7R HT175C, Ceramic, 0.1 uF, 10%, 50 VDC, 125 VDC, 175C, -55C, X7R, SMD, MLCC, High Temperature, Class II, 2.5 % , 5 GOhms, 4.8 mg, 0603, 1.6mm, 0.8mm, 0.8mm, 0.7mm, 0.35mm, 250, 78  Weeks, 80",KEMET,C0603G104K5RACT250,C0603G104K5RACT250-7024224855,C0603G104K5RACT250,KEMET Corporation,9,2,,,Active,$0.72927-$0.72927
1,C0603G104K5RACT250,C29(0.1UF),C0603G104K5RACT250,"SMD Indust X7R HT175C, Ceramic, 0.1 uF, 10%, 50 VDC, 125 VDC, 175C, -55C, X7R, SMD, MLCC, High Temperature, Class II, 2.5 % , 5 GOhms, 4.8 mg, 0603, 1.6mm, 0.8mm, 0.8mm, 0.7mm, 0.35mm, 250, 78  Weeks, 80",KEMET,C0603G104K5RACT250,C0603G104K5RACT250-7024224855,C0603G104K5RACT250,KEMET Corporation,9,2,,,Active,$0.72927-$0.72927
1,C0603G104K5RACT250,C30(0.1UF),C0603G104K5RACT250,"SMD Indust X7R HT175C, Ceramic, 0.1 uF, 10%, 50 VDC, 125 VDC, 175C, -55C, X7R, SMD, MLCC, High Temperature, Class II, 2.5 % , 5 GOhms, 4.8 mg, 0603, 1.6mm, 0.8mm, 0.8mm, 0.7mm, 0.35mm, 250, 78  Weeks, 80",KEMET,C0603G104K5RACT250,C0603G104K5RACT250-7024224855,C0603G104K5RACT250,KEMET Corporation,9,2,,,Active,$0.72927-$0.72927
1,C3216X5R2J102M115AA,C31(1NF),C3216X5R2J102M115AA,"MULTILAYER CERAMIC CHIP CAPACITORS, 3216, Commercial grade, general (Up to 75V)",TDK,C3216X5R2J102M115AA,C3216X5R2J102M115AA-1274825505,C3216X5R2J102M115AA,TDK Corporation,1,0,,,NRFND,
1,C3216C0G2J103G160AE,C32(10NF),C3216C0G2J103G160AE,"Multilayer Ceramic Capacitors MLCC - SMD/SMT Commercial Grade,MLCC,1206,C0G,630V,10nF,+/-2%,1.6mm",TDK,C3216C0G2J103G160AE,,,,,,,,,
1,TAJA685K020R,C34(6.8UF),TAJA685K020R,"AVX 6.8uF SMD Solid MnO2 Tantalum Electrolytic Capacitor, 20 V dc +/-10%, TAJ Series",Kyocera AVX,TAJA685K020R,TAJA685K020R-2058413951,TAJA685K020R,AVX CORP,6,0,,,Contact Mfr,
1,C0603G104K5RACT250,C35(0.1UF),C0603G104K5RACT250,"SMD Indust X7R HT175C, Ceramic, 0.1 uF, 10%, 50 VDC, 125 VDC, 175C, -55C, X7R, SMD, MLCC, High Temperature, Class II, 2.5 % , 5 GOhms, 4.8 mg, 0603, 1.6mm, 0.8mm, 0.8mm, 0.7mm, 0.35mm, 250, 78  Weeks, 80",KEMET,C0603G104K5RACT250,C0603G104K5RACT250-7024224855,C0603G104K5RACT250,KEMET Corporation,9,2,,,Active,$0.72927-$0.72927
1,C0603G104K5RACT250,C36(0.1UF),C0603G104K5RACT250,"SMD Indust X7R HT175C, Ceramic, 0.1 uF, 10%, 50 VDC, 125 VDC, 175C, -55C, X7R, SMD, MLCC, High Temperature, Class II, 2.5 % , 5 GOhms, 4.8 mg, 0603, 1.6mm, 0.8mm, 0.8mm, 0.7mm, 0.35mm, 250, 78  Weeks, 80",KEMET,C0603G104K5RACT250,C0603G104K5RACT250-7024224855,C0603G104K5RACT250,KEMET Corporation,9,2,,,Active,$0.72927-$0.72927
1,C0603G104K5RACT250,C37(0.1UF),C0603G104K5RACT250,"SMD Indust X7R HT175C, Ceramic, 0.1 uF, 10%, 50 VDC, 125 VDC, 175C, -55C, X7R, SMD, MLCC, High Temperature, Class II, 2.5 % , 5 GOhms, 4.8 mg, 0603, 1.6mm, 0.8mm, 0.8mm, 0.7mm, 0.35mm, 250, 78  Weeks, 80",KEMET,C0603G104K5RACT250,C0603G104K5RACT250-7024224855,C0603G104K5RACT250,KEMET Corporation,9,2,,,Active,$0.72927-$0.72927
1,C3216X5R2J102M115AA,C38(1NF),C3216X5R2J102M115AA,"MULTILAYER CERAMIC CHIP CAPACITORS, 3216, Commercial grade, general (Up to 75V)",TDK,C3216X5R2J102M115AA,C3216X5R2J102M115AA-1274825505,C3216X5R2J102M115AA,TDK Corporation,1,0,,,NRFND,
1,C3216C0G2J103G160AE,C39(10NF),C3216C0G2J103G160AE,"Multilayer Ceramic Capacitors MLCC - SMD/SMT Commercial Grade,MLCC,1206,C0G,630V,10nF,+/-2%,1.6mm",TDK,C3216C0G2J103G160AE,,,,,,,,,
1,TAJA685K020R,C40(6.8UF),TAJA685K020R,"AVX 6.8uF SMD Solid MnO2 Tantalum Electrolytic Capacitor, 20 V dc +/-10%, TAJ Series",Kyocera AVX,TAJA685K020R,TAJA685K020R-2058413951,TAJA685K020R,AVX CORP,6,0,,,Contact Mfr,
1,(47uF)CL32Y476KPVVPNE,C246(47UF),CL32Y476KPVVPNE,Multilayer Ceramic Capacitors MLCC - SMD/SMT 47uF X7S 10V 1210 Auto grade,SAMSUNG,CL32Y476KPVVPNE,CL32Y476KPVVPNE-145701005276,CL32Y476KPVVPNE,SAMSUNG ELECTRO-MECHANICS,3,2,,,Active,$0.31080-$0.31080
1,(4.7uF)UMK212BBJ475KG-T,C246(4.7UF),UMK212BBJ475KG-T,Capacitor MLCC 0805 X5R 50V 4.7uF Taiyo Yuden 4.7uF Multilayer Ceramic Capacitor (MLCC) 50 V dc +/-10% X5R dielectric M Solder max op. temp. +85C,TAIYO YUDEN,UMK212BBJ475KG-T,UMK212BBJ475KG-T-1389686187,UMK212BBJ475KG-T,Taiyo Yuden,1,10,,,NRFND,$0.07158-$0.08998
1,T491A106K016AT,C246(10UF),T491A106K016AT,"T491, Tantalum, MnO2 Tantalum, Commercial Grade, 10 uF, 10%, 16 VDC, 125C, -55C, 85C, SMD, MnO2, Molded, 6 % , 3 Ohms, 1600 nA, 58.6 mg, 3216, 1.6mm, Height Max = 1.8mm, 2000, 156  Weeks",KEMET,T491A106K016AT,T491A106K016AT-2027751258,T491A106K016AT,KEMET Corporation,10,10,,,Active,$0.11687-$0.14054
1,T491A106K016AT,C246(10UF)1,T491A106K016AT,"T491, Tantalum, MnO2 Tantalum, Commercial Grade, 10 uF, 10%, 16 VDC, 125C, -55C, 85C, SMD, MnO2, Molded, 6 % , 3 Ohms, 1600 nA, 58.6 mg, 3216, 1.6mm, Height Max = 1.8mm, 2000, 156  Weeks",KEMET,T491A106K016AT,T491A106K016AT-2027751258,T491A106K016AT,KEMET Corporation,10,10,,,Active,$0.11687-$0.14054
1,TPSB226K016R0600,C247(22UF),TPSB226K016R0600,AVX 22,Kyocera AVX,TPSB226K016R0600,TPSB226K016R0600-1911707933,TPSB226K016R0600,KYOCERA AVX,10,10,,,Active,$0.25033-$0.28958
1,OPA855IDSGR,IC1,OPA855IDSGR,"High Speed Operational Amplifiers 8 GHz Gain Bandwidth Product, Decompensated Transimpedance Amplifier with Bipolar Input 8-WSON -40 to 125",Texas Instruments,OPA855IDSGR,OPA855IDSGR-7242677606,OPA855IDSGR,Texas Instruments Incorporated,9,5,,,Active,$3.63151-$3.67341
1,OPA277U/2K5,IC2,OPA277U_2K5,High Precision Operational Amplifiers,Texas Instruments,OPA277U/2K5,OPA277U2K5-1536319727,OPA277U/2K5,Texas Instruments Incorporated,10,5,,,Active,$3.16112-$3.42851
1,OPA277U/2K5,IC3,OPA277U_2K5,High Precision Operational Amplifiers,Texas Instruments,OPA277U/2K5,OPA277U2K5-1536319727,OPA277U/2K5,Texas Instruments Incorporated,10,5,,,Active,$3.16112-$3.42851
1,OPA277U/2K5,IC4,OPA277U_2K5,High Precision Operational Amplifiers,Texas Instruments,OPA277U/2K5,OPA277U2K5-1536319727,OPA277U/2K5,Texas Instruments Incorporated,10,5,,,Active,$3.16112-$3.42851
1,LM2940T-5.0/NOPB,IC11,LM2940T-5.0_NOPB,"Texas Instruments LM2940T-5.0/NOPB, LDO Voltage Regulator, 1A, 5 V, 6.25  26 Vin 3-Pin, TO-220",Texas Instruments,LM2940T-5.0/NOPB,LM2940T-50NOPB-1139843697,LM2940T-5.0/NOPB,Texas Instruments Incorporated,10,10,,,Active,$1.73847-$2.08309
1,LM2990T-5.0/NOPB,IC12,LM2990T-5.0_NOPB,"Texas Instruments LM2990T-5.0/NOPB, LDO Voltage Regulator, 1A, -5 V +/-5%, -26  0.3 Vin, 3-Pin TO-220",Texas Instruments,LM2990T-5.0/NOPB,LM2990T-50NOPB-1139843727,LM2990T-5.0/NOPB,Texas Instruments Incorporated,9,7,,,Active,$1.89810-$2.28946
1,OPA695IDBVR,IC13,OPA695IDBVR,"Ultra-Wideband, Current-Feedback Operational Amplifier with Disable",Texas Instruments,OPA695IDBVR,OPA695IDBVR-1967960034,OPA695IDBVR,Texas Instruments Incorporated,10,5,,,Active,$2.16074-$2.22274
1,TLV3604DCKR,IC14,TLV3604DCKR,800-ps high-speed rail-rail input comparator with LVDS outputs,Texas Instruments,TLV3604DCKR,TLV3604DCKR-145239971740,TLV3604DCKR,Texas Instruments Incorporated,9,5,,,Active,$3.34540-$3.56327
1,TLV3604DCKR,IC15,TLV3604DCKR,800-ps high-speed rail-rail input comparator with LVDS outputs,Texas Instruments,TLV3604DCKR,TLV3604DCKR-145239971740,TLV3604DCKR,Texas Instruments Incorporated,9,5,,,Active,$3.34540-$3.56327
1,TSW-110-07-G-D,J2,TSW-110-07-G-D,"20 Position, Classic PCB Header Strips, 0.100&quot; pitch",SAMTEC,TSW-110-07-G-D,TSW-110-07-G-D-1643049461,TSW-110-07-G-D,"Samtec, Inc",10,10,,,Active,$0.78964-$1.04350
1,R12-150B,PS1,R12-150B,"Recom 5W Isolated DC-DC Converter, Vin 10  14 V dc, Vout 95  210V dc, I/O isolation 3000V dc",,,,,,,,,,,
1,TNPW0603200KBEEA,R4(200K),TNPW0603200KBEEA,Vishay TNPW Series Thin Film Surface Mount Resistor 0603 Case 200k +/-0.1% 0.1W +/-25ppm/K,Vishay,TNPW0603200KBEEA,TNPW0603200KBEEA-1666657912,TNPW0603200KBEEA,"Vishay Intertechnology, Inc.",10,8,,,Active,$0.11711-$0.16122
1,CRCW201010R0JNEFIF,R6(10OHM)1,CRCW201010R0JNEFIF,"10 Ohms +/-5% 0.75W, 3/4W Chip Resistor 2010 (5025 Metric) Automotive AEC-Q200, Pulse Withstanding Thick Film",Vishay,CRCW201010R0JNEFIF,CRCW201010R0JNEFIF-278671058,CRCW201010R0JNEFIF,"Vishay Intertechnology, Inc.",7,0,,,Active,
1,CRCW201010R0JNEFIF,R6(10OHM)2,CRCW201010R0JNEFIF,"10 Ohms +/-5% 0.75W, 3/4W Chip Resistor 2010 (5025 Metric) Automotive AEC-Q200, Pulse Withstanding Thick Film",Vishay,CRCW201010R0JNEFIF,CRCW201010R0JNEFIF-278671058,CRCW201010R0JNEFIF,"Vishay Intertechnology, Inc.",7,0,,,Active,
1,CRCW201010R0JNEFIF,R6(10OHM),CRCW201010R0JNEFIF,"10 Ohms +/-5% 0.75W, 3/4W Chip Resistor 2010 (5025 Metric) Automotive AEC-Q200, Pulse Withstanding Thick Film",Vishay,CRCW201010R0JNEFIF,CRCW201010R0JNEFIF-278671058,CRCW201010R0JNEFIF,"Vishay Intertechnology, Inc.",7,0,,,Active,
1,CRCW0402200RFKEDHP,R8(200OHM),CRCW0402200RFKEDHP,Thick Film Resistors - SMD 0.2W 200ohms 1% High Power AEC-Q200,Vishay,CRCW0402200RFKEDHP,CRCW0402200RFKEDHP-1576256358,CRCW0402200RFKEDHP,"Vishay Intertechnology, Inc.",10,10,,,Active,$0.01150-$0.01487
1,KTR03EZPF3600,R9(360OHM),KTR03EZPF3600,Thick Film Resistors - SMD 0603 360ohm 1% High Voltage,ROHM Semiconductor,KTR03EZPF3600,KTR03EZPF3600-1479848489,KTR03EZPF3600,ROHM Semiconductor,3,2,,,Active,$0.15701-$0.22228
1,ERJUP6D1300V,R9(130OHM),ERJUP6D1300V,"Anti-Sulfurated Thick Film Chip Resistors/ Anti-Surge Type, Power Rating (W): 0.5, Chip Size (LxW(EIA)) (mm): 2.0 x 1.25 (EIA:0805), Resistance Values (?): 130, Resistance Tolerance (%): 0.5, T.C.R (10??/K): +/-100",Panasonic,ERJUP6D1300V,,,,,,,,,
1,CRCW120620R0FKEAHP,R10(20OHM),CRCW120620R0FKEAHP,Vishay CRCW Series Thick Film High Power Surface Mount Resistor 1206 Case 20 +/-1% 0.5W +/-100ppm/K,Vishay,CRCW120620R0FKEAHP,CRCW120620R0FKEAHP-1576260998,CRCW120620R0FKEAHP,"Vishay Intertechnology, Inc.",10,10,,,Active,$0.03468-$0.04765
1,MCA12060D5000BP500,R11(500OHM),MCA12060D5000BP500,"500 Ohms +/-0.1% 0.25W, 1/4W Chip Resistor 1206 (3216 Metric) Anti-Sulfur Thin Film",Vishay,MCA12060D5000BP500,MCA12060D5000BP500-1009719041,MCA12060D5000BP500,"Vishay Intertechnology, Inc.",3,2,,,Active,$0.24842-$0.24842
1,MCA12060D5000BP500,R11(500OHM)1,MCA12060D5000BP500,"500 Ohms +/-0.1% 0.25W, 1/4W Chip Resistor 1206 (3216 Metric) Anti-Sulfur Thin Film",Vishay,MCA12060D5000BP500,MCA12060D5000BP500-1009719041,MCA12060D5000BP500,"Vishay Intertechnology, Inc.",3,2,,,Active,$0.24842-$0.24842
1,WSC251527R00FEA,R12(27OHM),WSC251527R00FEA,Wirewound Resistors - SMD 1watt 27ohms 1%,Vishay,WSC251527R00FEA,WSC251527R00FEA-1669796612,WSC251527R00FEA,"Vishay Intertechnology, Inc.",9,8,,,Active,$0.47353-$0.55634
1,CRCW0402200RFKEDHP,R15(200OHM),CRCW0402200RFKEDHP,Thick Film Resistors - SMD 0.2W 200ohms 1% High Power AEC-Q200,Vishay,CRCW0402200RFKEDHP,CRCW0402200RFKEDHP-1576256358,CRCW0402200RFKEDHP,"Vishay Intertechnology, Inc.",10,10,,,Active,$0.01150-$0.01487
1,CRCW0402200RFKEDHP,R16(200OHM),CRCW0402200RFKEDHP,Thick Film Resistors - SMD 0.2W 200ohms 1% High Power AEC-Q200,Vishay,CRCW0402200RFKEDHP,CRCW0402200RFKEDHP-1576256358,CRCW0402200RFKEDHP,"Vishay Intertechnology, Inc.",10,10,,,Active,$0.01150-$0.01487
1,RC0603JR-070RL,R17(0OHM),RC0603JR-070RL,"Yageo 0, 0603 (1608M) Thick Film SMD Resistor - RC0603JR-070RL",YAGEO,RC0603JR-070RL,RC0603JR-070RL-2025946942,RC0603JR-070RL,YAGEO Corp.,10,10,,,Active,$0.00380-$0.00534
1,ERJ-1GJF1000C,R18(100OHM),ERJ-1GJF1000C,"Series/Type: Precision Thick Film Chip Resistors, Power Rating (W): 0.05, Chip Size (LxW(EIA)) (mm): 0.6 x 0.3 (EIA:0201), Resistance Values (): 100, Resistance Tolerance (%): 1, T.C.R (10/K): +/-200",Panasonic,ERJ-1GJF1000C,ERJ1GJF1000C-145644403324,ERJ1GJF1000C,Panasonic Corporation,5,4,,,Active,$0.02005-$0.02189
1,RC0603JR-070RL,R19(0OHM),RC0603JR-070RL,"Yageo 0, 0603 (1608M) Thick Film SMD Resistor - RC0603JR-070RL",YAGEO,RC0603JR-070RL,RC0603JR-070RL-2025946942,RC0603JR-070RL,YAGEO Corp.,10,10,,,Active,$0.00380-$0.00534
1,CRCW0402200RFKEDHP,R21(200OHM),CRCW0402200RFKEDHP,Thick Film Resistors - SMD 0.2W 200ohms 1% High Power AEC-Q200,Vishay,CRCW0402200RFKEDHP,CRCW0402200RFKEDHP-1576256358,CRCW0402200RFKEDHP,"Vishay Intertechnology, Inc.",10,10,,,Active,$0.01150-$0.01487
1,CRCW0402200RFKEDHP,R22(200OHM),CRCW0402200RFKEDHP,Thick Film Resistors - SMD 0.2W 200ohms 1% High Power AEC-Q200,Vishay,CRCW0402200RFKEDHP,CRCW0402200RFKEDHP-1576256358,CRCW0402200RFKEDHP,"Vishay Intertechnology, Inc.",10,10,,,Active,$0.01150-$0.01487
1,P0603E50R0BBT,R23(50OHM),P0603E50R0BBT,Thin Film Resistors - SMD .125watts 50ohms .1% 25ppm,Vishay,P0603E50R0BBT,P0603E50R0BBT-8307368273,P0603E50R0BBT,"Vishay Intertechnology, Inc.",5,2,,,Active,$5.09490-$5.18148
1,RC0603JR-070RL,R24(0OHM),RC0603JR-070RL,"Yageo 0, 0603 (1608M) Thick Film SMD Resistor - RC0603JR-070RL",YAGEO,RC0603JR-070RL,RC0603JR-070RL-2025946942,RC0603JR-070RL,YAGEO Corp.,10,10,,,Active,$0.00380-$0.00534
1,ERJ-1GJF1000C,R25(100OHM)1,ERJ-1GJF1000C,"Series/Type: Precision Thick Film Chip Resistors, Power Rating (W): 0.05, Chip Size (LxW(EIA)) (mm): 0.6 x 0.3 (EIA:0201), Resistance Values (): 100, Resistance Tolerance (%): 1, T.C.R (10/K): +/-200",Panasonic,ERJ-1GJF1000C,ERJ1GJF1000C-145644403324,ERJ1GJF1000C,Panasonic Corporation,5,4,,,Active,$0.02005-$0.02189
1,RC0603JR-070RL,R26(0OHM),RC0603JR-070RL,"Yageo 0, 0603 (1608M) Thick Film SMD Resistor - RC0603JR-070RL",YAGEO,RC0603JR-070RL,RC0603JR-070RL-2025946942,RC0603JR-070RL,YAGEO Corp.,10,10,,,Active,$0.00380-$0.00534
1,3224W-1-203E,TRIMREGISTERR7(20KOHM),3224W-1-203E,"20k, SMD Trimmer Potentiometer 0.25W Top Adjust Bourns, 3224",Bourns,3224W-1-203E,3224W-1-203E-1912318729,3224W-1-203E,"Bourns, Inc.",10,8,,,Active,$3.44052-$3.79054
